device_id,device_type,encryption_algorithm,data_sensitivity,data_retention_years,network_exposure,update_capable,battery_powered,cpu_mhz,ram_kb,key_rotation_days,deployment_age_years,num_connected_devices,data_volume_mb_per_day,risk_label
DEV_00269,environmental_sensor,RSA-2048,1,1,0,0,1,1000,64,144,9,48,8.72,HIGH
DEV_00270,environmental_sensor,ChaCha20,1,1,0,0,1,1200,128,63,4,18,6.46,LOW
DEV_00271,environmental_sensor,RSA-2048,0,2,1,0,1,160,16384,5,2,21,5.61,HIGH
DEV_00272,environmental_sensor,AES-256,2,2,0,1,0,1000,64,144,3,8,8.94,LOW
DEV_00273,environmental_sensor,AES-128,0,1,0,1,1,80,256,258,6,13,5.8,MEDIUM
DEV_00274,environmental_sensor,AES-128,2,3,0,1,0,80,64,182,1,39,0.43,MEDIUM
DEV_00275,environmental_sensor,AES-128,2,3,1,0,0,1200,256,247,9,27,5.3,MEDIUM
DEV_00276,environmental_sensor,ChaCha20,3,4,0,1,0,160,256,308,1,3,9.91,MEDIUM
DEV_00277,environmental_sensor,AES-128,2,2,1,0,1,240,256,95,9,6,1.44,MEDIUM
DEV_00278,environmental_sensor,AES-128,0,1,0,1,1,240,256,342,7,29,3.92,MEDIUM
DEV_00279,environmental_sensor,ECC-256,0,3,0,0,1,240,128,249,8,27,7.73,MEDIUM
DEV_00280,environmental_sensor,RSA-2048,1,4,0,1,1,160,512,68,0,40,1.74,MEDIUM
DEV_00281,environmental_sensor,AES-128,2,2,1,1,1,80,256,159,7,13,9.24,MEDIUM
DEV_00282,environmental_sensor,AES-256,2,4,0,0,0,160,128,297,0,42,7.39,LOW
DEV_00283,environmental_sensor,AES-128,1,3,0,0,1,240,128,136,5,27,0.55,MEDIUM
DEV_00284,environmental_sensor,RSA-2048,1,3,0,1,1,80,64,281,4,4,3.83,MEDIUM
DEV_00285,environmental_sensor,AES-256,1,2,0,0,0,240,128,273,8,10,4.63,LOW
DEV_00286,environmental_sensor,AES-256,1,2,1,1,1,160,256,340,3,15,0.46,LOW
DEV_00287,environmental_sensor,ChaCha20,1,1,1,1,1,80,128,194,0,17,0.11,LOW
DEV_00288,environmental_sensor,AES-128,0,2,0,1,1,80,4096,40,6,20,1.36,MEDIUM
DEV_00289,environmental_sensor,AES-128,4,3,0,0,1,2000,128,228,6,44,4.26,HIGH
DEV_00290,environmental_sensor,AES-256,3,2,0,1,1,2000,64,337,1,21,5.72,LOW
DEV_00291,environmental_sensor,ECC-256,0,3,0,1,1,80,2048,13,5,44,7.12,MEDIUM
DEV_00292,environmental_sensor,RSA-2048,0,5,0,1,1,240,256,134,1,24,7.0,MEDIUM
DEV_00293,environmental_sensor,HYBRID-ECC-Kyber,0,5,1,0,1,160,64,90,6,46,0.21,LOW
DEV_00294,environmental_sensor,RSA-2048,0,1,1,1,1,160,512,350,8,2,8.77,MEDIUM
DEV_00295,environmental_sensor,RSA-2048,2,1,1,1,1,80,64,91,1,17,9.15,MEDIUM
DEV_00296,environmental_sensor,ECC-256,3,5,0,1,1,160,128,210,1,8,1.91,MEDIUM
DEV_00297,environmental_sensor,AES-256,2,2,0,1,0,240,512,262,1,11,8.76,LOW
DEV_00298,environmental_sensor,ECC-256,0,4,1,1,1,80,256,59,1,47,6.14,MEDIUM
DEV_00299,environmental_sensor,Kyber-512,2,1,1,1,1,240,128,358,3,43,1.07,LOW
DEV_00300,environmental_sensor,ECC-256,1,3,0,1,0,240,64,30,2,17,7.53,MEDIUM
DEV_00301,environmental_sensor,AES-256,2,3,0,1,0,1500,64,120,8,30,2.42,LOW
DEV_00302,environmental_sensor,AES-256,2,3,0,1,1,80,2048,220,5,1,3.84,LOW
DEV_00303,environmental_sensor,ECC-256,0,2,1,0,0,240,64,68,2,16,6.39,MEDIUM
DEV_00304,environmental_sensor,AES-256,3,4,0,0,0,160,256,336,8,35,2.56,LOW
DEV_00305,environmental_sensor,RSA-2048,0,5,0,0,1,240,64,79,7,43,2.77,HIGH
DEV_00306,environmental_sensor,ChaCha20,1,1,0,1,1,160,64,268,2,8,4.54,LOW
DEV_00307,environmental_sensor,AES-128,3,1,0,0,0,160,256,223,8,5,2.75,HIGH
DEV_00308,environmental_sensor,AES-128,0,2,0,0,1,80,256,200,7,38,9.2,MEDIUM
DEV_00309,environmental_sensor,RSA-2048,3,1,0,1,1,80,128,95,9,31,1.78,MEDIUM
DEV_00310,environmental_sensor,RSA-2048,0,1,0,0,1,160,256,69,10,22,9.38,HIGH
DEV_00311,environmental_sensor,AES-256,0,2,0,1,1,80,256,99,7,41,2.8,LOW
DEV_00312,environmental_sensor,AES-128,1,5,0,1,1,160,64,252,3,32,9.45,MEDIUM
DEV_00313,environmental_sensor,AES-256,3,3,1,0,0,1000,64,284,1,4,3.83,LOW
DEV_00314,environmental_sensor,AES-256,0,3,1,0,1,240,512,314,10,8,1.92,LOW
DEV_00315,environmental_sensor,AES-128,1,2,1,1,1,80,64,335,3,40,3.19,MEDIUM
DEV_00316,environmental_sensor,RSA-2048,3,5,0,0,1,80,64,28,1,28,6.08,HIGH
DEV_00317,environmental_sensor,RSA-2048,2,1,0,0,1,1200,128,2,7,35,5.12,HIGH
DEV_00318,environmental_sensor,RSA-2048,0,5,1,1,1,240,2048,53,5,8,2.95,MEDIUM
DEV_00319,environmental_sensor,AES-128,0,2,0,0,1,240,64,57,6,29,9.32,MEDIUM
DEV_00320,environmental_sensor,ECC-256,3,5,0,0,1,80,64,40,10,11,1.04,MEDIUM
DEV_00321,environmental_sensor,AES-256,2,5,0,1,0,160,64,103,8,41,3.37,LOW
DEV_00322,environmental_sensor,AES-256,2,1,0,1,0,240,64,237,8,15,4.89,LOW
DEV_00323,environmental_sensor,AES-256,0,1,1,1,1,2000,128,130,5,13,3.29,LOW
DEV_00324,environmental_sensor,RSA-2048,1,4,1,1,1,160,512,321,10,31,4.78,MEDIUM
DEV_00325,environmental_sensor,RSA-2048,1,3,0,1,0,80,128,207,2,14,0.53,MEDIUM
DEV_00326,environmental_sensor,AES-128,2,2,0,1,1,80,512,348,0,18,1.49,MEDIUM
DEV_00327,environmental_sensor,RSA-2048,1,1,0,0,0,160,256,119,7,8,1.14,HIGH
DEV_00328,environmental_sensor,ChaCha20,0,1,1,1,1,240,128,33,3,2,4.39,LOW
DEV_00329,environmental_sensor,AES-256,2,4,0,1,0,1000,256,175,6,44,0.36,LOW
DEV_00330,environmental_sensor,RSA-2048,1,3,0,0,1,80,64,219,2,24,0.81,HIGH
DEV_00331,environmental_sensor,RSA-2048,3,3,0,1,1,240,64,32,6,5,3.18,MEDIUM
DEV_00332,environmental_sensor,AES-128,1,4,0,0,0,160,512,185,7,45,2.31,MEDIUM
DEV_00333,environmental_sensor,RSA-2048,0,4,1,1,1,160,2048,107,0,41,5.26,MEDIUM
DEV_00334,environmental_sensor,AES-256,2,2,1,1,1,1000,256,283,1,45,3.99,LOW
DEV_00335,environmental_sensor,AES-128,0,5,0,1,1,240,256,248,0,29,6.7,MEDIUM
DEV_00336,environmental_sensor,AES-256,1,2,0,1,1,240,256,50,6,20,4.47,LOW
DEV_00337,environmental_sensor,RSA-2048,0,5,1,1,1,80,2048,167,9,27,9.55,MEDIUM
DEV_00338,environmental_sensor,AES-256,2,3,0,1,1,160,4096,161,10,27,2.76,MEDIUM
DEV_00339,environmental_sensor,AES-128,2,2,1,0,0,80,64,253,10,4,6.51,MEDIUM
DEV_00340,environmental_sensor,AES-128,2,3,0,0,0,160,128,185,5,44,1.1,MEDIUM
DEV_00341,environmental_sensor,ChaCha20,0,3,1,1,1,240,512,21,5,36,8.52,LOW
DEV_00342,environmental_sensor,RSA-2048,1,2,0,1,1,80,2048,338,7,35,8.23,MEDIUM
DEV_00343,environmental_sensor,ChaCha20,1,5,1,1,1,160,128,3,10,23,6.0,MEDIUM
DEV_00344,environmental_sensor,AES-256,0,1,0,0,1,240,512,120,0,14,8.23,LOW
DEV_00345,environmental_sensor,ChaCha20,1,4,1,0,0,1500,2048,8,0,2,7.94,LOW
DEV_00346,environmental_sensor,AES-256,2,2,1,0,0,240,128,114,0,25,9.67,LOW
DEV_00347,environmental_sensor,AES-256,1,4,0,1,1,1000,2048,341,6,9,5.69,LOW
DEV_00348,environmental_sensor,AES-256,2,1,0,0,0,240,512,77,9,40,5.03,LOW
DEV_00349,environmental_sensor,ChaCha20,0,5,0,1,0,240,512,144,9,18,8.56,MEDIUM
DEV_00350,environmental_sensor,AES-256,1,2,0,0,1,160,512,249,0,31,2.85,LOW
DEV_00351,environmental_sensor,RSA-2048,2,1,0,0,0,240,64,199,10,4,7.68,HIGH
DEV_00352,environmental_sensor,AES-256,2,5,0,1,1,80,64,306,1,19,4.9,LOW
DEV_00353,environmental_sensor,AES-128,0,1,1,0,0,80,256,57,5,41,3.11,MEDIUM
DEV_00354,environmental_sensor,RSA-2048,1,3,1,1,1,160,16384,42,9,9,8.53,MEDIUM
DEV_00355,environmental_sensor,RSA-2048,1,2,0,1,0,160,2048,228,3,26,5.19,MEDIUM
DEV_00356,environmental_sensor,ECC-256,1,1,1,0,0,1200,256,306,9,29,3.14,MEDIUM
DEV_00357,environmental_sensor,ECC-256,0,2,0,1,1,1000,128,273,3,37,0.83,MEDIUM
DEV_00358,environmental_sensor,ECC-256,2,4,0,0,0,160,256,285,4,38,3.0,MEDIUM
DEV_00359,environmental_sensor,ECC-256,1,2,1,1,0,1200,2048,348,8,16,4.44,MEDIUM
DEV_00360,environmental_sensor,AES-256,0,1,1,0,1,80,128,73,5,31,2.34,LOW
DEV_00361,environmental_sensor,ChaCha20,1,3,0,0,1,160,64,118,6,43,9.65,LOW
DEV_00362,environmental_sensor,ChaCha20,0,4,0,0,1,1200,256,235,4,46,1.98,LOW
DEV_00363,environmental_sensor,AES-128,3,3,0,1,1,1000,128,294,6,14,5.39,HIGH
DEV_00364,environmental_sensor,AES-256,0,1,1,1,0,160,128,91,8,14,8.61,LOW
DEV_00365,environmental_sensor,AES-256,0,5,1,1,1,80,128,322,3,34,0.67,LOW
DEV_00366,environmental_sensor,ECC-256,3,3,1,1,1,80,64,139,9,49,5.8,MEDIUM
DEV_00367,environmental_sensor,AES-256,1,4,0,0,0,160,256,102,3,15,0.63,LOW
DEV_00368,environmental_sensor,ECC-256,0,5,0,1,1,160,4096,225,4,31,3.88,MEDIUM
DEV_00369,environmental_sensor,AES-128,1,4,0,0,1,80,64,10,1,25,4.36,MEDIUM
DEV_00370,environmental_sensor,RSA-2048,0,3,0,1,1,160,256,161,6,41,7.37,MEDIUM
DEV_00371,environmental_sensor,RSA-2048,2,5,0,0,0,240,512,342,10,41,4.8,HIGH
DEV_00372,environmental_sensor,ChaCha20,1,4,0,0,0,2000,128,260,9,29,7.59,LOW
DEV_00373,environmental_sensor,RSA-2048,3,3,0,1,0,80,512,291,6,48,4.47,MEDIUM
DEV_00374,environmental_sensor,AES-128,0,1,0,1,0,80,2048,113,9,39,2.08,MEDIUM
DEV_00375,environmental_sensor,AES-128,1,4,0,1,1,80,128,339,4,1,1.73,MEDIUM
DEV_00376,environmental_sensor,RSA-2048,1,3,1,1,0,160,128,242,0,12,6.34,MEDIUM
DEV_00377,environmental_sensor,RSA-2048,3,3,0,0,1,240,64,277,7,41,9.62,HIGH
DEV_00378,environmental_sensor,AES-128,2,2,1,1,0,2000,64,128,10,47,7.01,MEDIUM
DEV_00379,environmental_sensor,AES-128,1,1,1,1,1,240,512,152,0,33,2.81,MEDIUM
DEV_00380,environmental_sensor,AES-128,0,1,1,1,1,240,256,342,3,31,8.0,MEDIUM
DEV_00381,environmental_sensor,ChaCha20,0,5,1,1,1,160,128,251,6,8,8.43,LOW
DEV_00382,environmental_sensor,ECC-256,1,1,1,0,1,80,128,342,5,41,6.28,MEDIUM
DEV_00383,environmental_sensor,AES-256,1,4,0,1,1,240,64,291,4,39,2.9,LOW
DEV_00384,environmental_sensor,ChaCha20,1,3,0,0,1,240,512,87,7,26,2.9,LOW
DEV_00385,environmental_sensor,AES-256,0,5,0,0,1,1000,128,258,4,34,0.91,LOW
DEV_00386,environmental_sensor,AES-256,0,5,0,0,1,240,128,227,7,9,4.72,LOW
DEV_00387,environmental_sensor,AES-256,0,1,1,0,1,80,4096,8,1,8,4.24,LOW
DEV_00388,environmental_sensor,ECC-256,3,3,0,0,1,3000,512,340,7,42,2.62,MEDIUM
DEV_00389,environmental_sensor,AES-128,2,3,0,0,1,160,128,49,5,44,2.0,MEDIUM
DEV_00390,environmental_sensor,AES-128,2,4,0,1,1,1000,2048,200,7,27,8.22,MEDIUM
DEV_00391,environmental_sensor,AES-256,1,5,0,1,1,160,256,242,9,20,4.36,MEDIUM
DEV_00392,environmental_sensor,AES-128,2,1,0,1,1,160,512,51,3,5,9.11,MEDIUM
DEV_00393,environmental_sensor,AES-256,1,2,1,1,1,160,256,182,5,21,1.02,LOW
DEV_00394,environmental_sensor,AES-128,0,5,0,1,0,80,64,320,2,44,3.02,MEDIUM
DEV_00395,environmental_sensor,AES-256,3,4,0,1,1,3000,4096,39,10,34,4.02,MEDIUM
DEV_00396,environmental_sensor,AES-256,0,1,1,1,1,160,64,158,7,10,1.52,LOW
DEV_00397,environmental_sensor,RSA-2048,0,5,1,1,1,80,64,181,5,35,6.55,MEDIUM
DEV_00398,environmental_sensor,AES-128,1,1,1,1,1,80,256,362,6,4,9.96,MEDIUM
DEV_00399,environmental_sensor,RSA-2048,1,4,0,1,1,80,256,124,0,36,1.89,MEDIUM
DEV_00400,environmental_sensor,ECC-256,1,5,1,1,1,160,64,59,9,21,6.16,MEDIUM
DEV_00401,environmental_sensor,AES-256,0,1,1,1,1,80,256,33,10,49,7.24,MEDIUM
DEV_00402,environmental_sensor,AES-128,0,3,0,0,0,240,256,176,3,31,9.06,MEDIUM
DEV_00403,environmental_sensor,AES-256,1,4,0,1,1,160,512,139,7,27,8.23,LOW
DEV_00404,environmental_sensor,AES-256,2,4,0,1,1,80,128,134,1,17,7.2,LOW
DEV_00405,environmental_sensor,RSA-2048,2,1,0,0,0,80,4096,145,6,6,8.02,HIGH
DEV_00406,environmental_sensor,RSA-2048,2,4,0,1,0,80,256,333,1,41,1.89,MEDIUM
DEV_00407,environmental_sensor,AES-256,1,4,1,1,1,240,256,58,4,3,4.56,LOW
DEV_00408,environmental_sensor,AES-256,0,2,0,1,0,160,256,27,8,8,1.86,LOW
DEV_00409,environmental_sensor,AES-128,2,3,1,1,1,240,256,251,9,17,9.06,MEDIUM
DEV_00410,environmental_sensor,AES-256,2,3,0,0,1,240,512,335,6,30,5.23,LOW
DEV_00411,environmental_sensor,AES-256,2,5,0,0,1,240,2048,117,8,49,4.89,LOW
DEV_00412,environmental_sensor,RSA-2048,2,3,0,0,1,160,256,292,9,29,9.1,HIGH
DEV_00413,environmental_sensor,ECC-256,1,1,0,1,1,160,2048,259,4,38,7.98,MEDIUM
DEV_00414,environmental_sensor,AES-256,1,4,0,1,1,80,256,159,0,40,4.22,LOW
DEV_00415,environmental_sensor,AES-128,1,2,0,1,1,1500,64,165,4,34,2.15,MEDIUM
DEV_00416,environmental_sensor,AES-256,0,3,0,0,1,80,128,196,9,20,4.65,LOW
DEV_00417,environmental_sensor,RSA-2048,2,2,1,0,1,240,8192,239,10,47,9.0,HIGH
DEV_00418,environmental_sensor,RSA-1024,0,5,1,0,0,80,64,26,7,9,4.98,HIGH
DEV_00419,environmental_sensor,AES-128,2,5,0,1,1,80,2048,64,6,34,1.11,MEDIUM
DEV_00420,environmental_sensor,AES-128,2,5,0,0,0,80,64,164,1,27,2.1,MEDIUM
DEV_00421,environmental_sensor,ChaCha20,1,1,1,1,1,240,64,357,4,10,6.88,LOW
DEV_00422,environmental_sensor,AES-128,0,4,1,1,0,240,64,204,3,49,2.63,MEDIUM
DEV_00423,environmental_sensor,RSA-2048,0,3,0,1,1,160,2048,197,8,24,6.59,MEDIUM
DEV_00424,environmental_sensor,ECC-256,2,1,0,0,1,1200,64,72,5,49,8.02,MEDIUM
DEV_00425,environmental_sensor,AES-256,0,1,0,0,1,80,256,350,2,26,2.86,LOW
DEV_00426,environmental_sensor,RSA-2048,2,3,0,0,1,160,512,290,3,28,7.59,HIGH
DEV_00427,environmental_sensor,AES-256,1,1,1,1,1,160,2048,106,8,45,7.03,LOW
DEV_00428,environmental_sensor,AES-128,1,1,1,0,1,1500,128,363,6,29,6.09,MEDIUM
DEV_00429,environmental_sensor,AES-128,0,1,0,0,1,160,256,195,0,50,6.91,MEDIUM
DEV_00430,environmental_sensor,AES-256,2,1,0,1,1,240,128,344,10,39,6.31,MEDIUM
DEV_00431,environmental_sensor,AES-256,2,2,0,1,1,1500,512,312,2,2,4.03,LOW
DEV_00432,environmental_sensor,ECC-256,1,1,1,1,1,80,512,307,6,19,9.21,MEDIUM
DEV_00433,environmental_sensor,AES-128,3,2,0,0,1,80,64,187,0,40,8.13,HIGH
DEV_00434,environmental_sensor,AES-128,0,4,1,0,0,1000,2048,190,6,37,8.34,MEDIUM
DEV_00435,environmental_sensor,AES-128,0,4,1,0,1,2000,128,178,7,35,7.44,MEDIUM
DEV_00436,environmental_sensor,AES-128,1,5,0,0,1,160,256,54,7,22,4.38,MEDIUM
DEV_00437,environmental_sensor,AES-256,0,3,1,1,1,240,64,328,5,37,0.36,LOW
DEV_00438,environmental_sensor,AES-256,1,2,0,0,0,160,64,263,2,42,5.86,LOW
DEV_00439,environmental_sensor,AES-128,2,2,0,1,1,80,512,58,5,17,7.81,MEDIUM
DEV_00440,environmental_sensor,ECC-256,2,3,1,1,1,1500,128,320,0,19,1.72,MEDIUM
DEV_00441,environmental_sensor,AES-256,0,4,1,1,0,160,64,1,8,15,5.16,LOW
DEV_00442,environmental_sensor,AES-256,0,3,1,1,1,80,64,87,6,8,0.4,LOW
DEV_00443,environmental_sensor,AES-256,3,5,0,1,1,1000,128,109,9,16,3.09,MEDIUM
DEV_00444,environmental_sensor,ECC-384,1,1,1,1,1,160,256,203,9,15,0.3,MEDIUM
DEV_00445,environmental_sensor,ECC-256,3,4,0,1,1,80,256,17,7,16,8.26,MEDIUM
DEV_00446,environmental_sensor,AES-256,1,2,0,1,1,80,256,363,3,50,2.43,LOW
DEV_00447,environmental_sensor,RSA-2048,0,1,1,1,1,160,128,303,7,33,9.7,MEDIUM
DEV_00448,environmental_sensor,AES-256,1,5,1,0,1,1000,64,106,8,39,5.38,LOW
DEV_00449,environmental_sensor,AES-256,2,2,1,1,1,160,256,313,10,11,7.73,MEDIUM
DEV_00450,environmental_sensor,AES-128,1,4,0,1,1,160,64,277,6,20,3.28,MEDIUM
DEV_00451,environmental_sensor,ChaCha20,1,5,1,1,1,160,128,279,9,31,2.53,MEDIUM
DEV_00452,environmental_sensor,AES-128,1,5,0,0,1,240,256,86,8,42,5.55,MEDIUM
DEV_00453,environmental_sensor,ECC-256,1,4,0,1,1,240,2048,52,7,36,3.72,MEDIUM
DEV_00454,environmental_sensor,AES-128,0,3,0,1,1,3000,128,265,10,7,2.91,MEDIUM
DEV_00455,environmental_sensor,AES-128,2,2,0,1,0,1000,512,9,0,20,7.07,MEDIUM
DEV_00456,environmental_sensor,RSA-2048,0,1,0,1,1,1000,64,203,3,32,5.8,MEDIUM
DEV_00457,environmental_sensor,AES-256,2,5,0,0,1,1000,64,179,1,42,0.85,LOW
DEV_00458,environmental_sensor,ChaCha20,2,5,0,0,0,160,2048,235,9,4,8.85,MEDIUM
DEV_00459,environmental_sensor,Kyber-768,1,5,0,1,0,160,64,121,8,46,4.03,LOW
DEV_00460,environmental_sensor,ChaCha20,3,4,0,0,1,1200,128,39,10,36,9.74,MEDIUM
DEV_00461,environmental_sensor,RSA-2048,1,1,0,1,1,80,256,164,7,28,5.17,MEDIUM
DEV_00462,environmental_sensor,AES-128,3,4,0,1,1,1000,128,72,7,24,2.72,HIGH
DEV_00463,environmental_sensor,AES-256,1,4,1,0,1,160,256,65,3,9,2.29,LOW
DEV_00464,environmental_sensor,AES-128,0,1,1,1,0,1500,128,114,5,38,4.69,MEDIUM
DEV_00465,environmental_sensor,3DES,2,3,0,1,0,1200,64,210,1,50,1.64,CRITICAL
DEV_00466,environmental_sensor,AES-128,3,3,0,1,1,1000,128,320,5,20,2.81,HIGH
DEV_00467,environmental_sensor,AES-128,1,5,1,0,1,80,64,29,0,36,8.76,MEDIUM
DEV_00468,environmental_sensor,RSA-2048,0,2,0,0,1,80,256,313,8,22,7.31,HIGH
DEV_00469,environmental_sensor,AES-256,0,3,0,1,1,160,256,192,7,12,7.78,LOW
DEV_00470,environmental_sensor,RSA-2048,1,4,0,1,1,80,128,62,3,22,3.53,MEDIUM
DEV_00471,environmental_sensor,ECC-256,0,2,0,1,1,160,256,185,6,3,1.57,MEDIUM
DEV_00472,environmental_sensor,AES-256,1,4,0,1,1,1000,128,221,2,3,4.16,LOW
DEV_00473,environmental_sensor,AES-256,3,1,1,0,0,240,64,48,3,18,6.42,LOW
DEV_00474,environmental_sensor,AES-128,0,3,1,1,1,160,256,318,8,20,1.2,MEDIUM
DEV_00475,environmental_sensor,AES-128,1,1,0,0,1,160,8192,24,4,21,9.33,MEDIUM
DEV_00476,environmental_sensor,AES-256,1,3,0,1,1,240,256,79,10,37,7.12,MEDIUM
DEV_00477,environmental_sensor,ChaCha20,1,4,0,1,1,160,64,101,0,38,6.59,LOW
DEV_00478,environmental_sensor,AES-256,4,5,0,0,0,160,512,50,10,18,6.88,LOW
DEV_00479,environmental_sensor,AES-256,0,4,0,1,1,80,256,308,3,34,7.6,LOW
DEV_00480,environmental_sensor,AES-256,0,3,0,0,0,160,256,160,0,23,5.83,LOW
DEV_00481,environmental_sensor,AES-256,2,5,0,1,1,80,256,198,5,50,5.57,LOW
DEV_00482,environmental_sensor,ECC-256,0,3,0,1,1,80,128,288,7,43,9.1,MEDIUM
DEV_00483,environmental_sensor,ChaCha20,0,1,0,1,0,80,64,45,7,41,1.64,LOW
DEV_00484,environmental_sensor,RSA-2048,1,4,0,1,1,80,256,50,3,22,7.78,MEDIUM
DEV_00485,environmental_sensor,AES-128,2,1,1,1,0,160,256,9,8,31,2.86,MEDIUM
DEV_00486,environmental_sensor,AES-256,2,2,0,0,1,80,128,162,2,11,6.39,LOW
DEV_00487,environmental_sensor,AES-256,0,3,0,1,1,80,256,142,7,17,3.7,LOW
DEV_00488,environmental_sensor,AES-128,1,4,0,0,0,80,256,144,6,43,10.0,MEDIUM
DEV_00489,environmental_sensor,AES-128,0,3,1,0,1,80,256,325,4,32,7.94,MEDIUM
DEV_00490,environmental_sensor,AES-256,0,5,0,0,1,1200,64,250,1,13,2.25,LOW
DEV_00491,environmental_sensor,AES-128,1,1,0,1,0,240,256,336,4,30,4.14,MEDIUM
DEV_00492,environmental_sensor,AES-256,0,4,0,1,1,80,256,262,3,17,2.94,LOW
DEV_00493,environmental_sensor,ECC-256,1,4,1,0,1,160,512,231,8,50,1.96,MEDIUM
DEV_00494,environmental_sensor,RSA-2048,0,2,0,1,0,240,512,240,6,41,6.94,MEDIUM
DEV_00495,environmental_sensor,AES-128,2,4,0,1,1,1200,128,132,2,5,7.17,MEDIUM
DEV_00496,environmental_sensor,AES-128,0,1,1,1,1,160,128,12,5,30,6.25,MEDIUM
DEV_00497,environmental_sensor,ChaCha20,0,1,0,1,1,160,128,297,3,39,9.15,LOW
DEV_00498,environmental_sensor,RSA-2048,0,4,1,1,1,240,64,336,3,11,1.12,MEDIUM
DEV_00499,environmental_sensor,AES-128,2,2,0,1,1,80,256,129,7,50,6.19,MEDIUM
DEV_00500,environmental_sensor,AES-128,2,2,1,1,1,1000,256,257,8,43,4.09,MEDIUM
DEV_00501,environmental_sensor,AES-128,1,1,0,1,1,160,256,220,2,25,4.43,MEDIUM
DEV_00502,environmental_sensor,RSA-2048,2,3,0,0,1,160,128,217,9,37,0.35,HIGH
DEV_00503,environmental_sensor,RSA-1024,2,1,1,0,1,1200,64,323,0,29,7.65,CRITICAL
DEV_00504,environmental_sensor,AES-128,0,1,0,1,0,80,512,59,3,49,9.8,MEDIUM
DEV_00505,environmental_sensor,AES-128,1,3,1,0,1,160,256,220,6,49,0.65,MEDIUM
DEV_00506,environmental_sensor,AES-128,0,5,1,0,1,240,128,101,3,20,5.08,MEDIUM
DEV_00507,environmental_sensor,AES-256,1,2,0,0,1,160,64,128,4,6,7.2,LOW
DEV_00508,environmental_sensor,AES-128,1,3,1,0,1,1000,128,343,4,38,2.98,MEDIUM
DEV_00509,environmental_sensor,AES-256,2,5,0,0,1,240,256,303,3,31,8.63,LOW
DEV_00510,environmental_sensor,ChaCha20,0,4,0,0,1,80,128,187,0,29,8.38,LOW
DEV_00511,environmental_sensor,AES-128,1,4,0,1,0,240,512,20,8,48,5.11,MEDIUM
DEV_00512,environmental_sensor,ChaCha20,1,1,0,1,1,160,128,335,4,40,9.77,LOW
DEV_00513,environmental_sensor,AES-256,0,4,0,0,1,80,64,83,2,43,8.44,LOW
DEV_00514,environmental_sensor,ChaCha20,1,3,0,1,0,1200,256,327,3,30,2.84,LOW
DEV_00515,environmental_sensor,ChaCha20,0,5,1,1,1,160,256,167,5,16,3.09,LOW
DEV_00516,environmental_sensor,RSA-2048,3,3,0,0,0,160,512,46,1,13,3.38,HIGH
DEV_00517,environmental_sensor,ECC-256,1,4,1,1,1,80,64,185,9,1,5.33,MEDIUM
DEV_00518,environmental_sensor,ChaCha20,1,3,0,1,0,80,256,327,0,23,5.77,LOW
DEV_00519,environmental_sensor,ChaCha20,2,4,0,0,0,160,128,275,1,38,5.47,MEDIUM
DEV_00520,environmental_sensor,AES-256,0,5,0,1,1,80,2048,27,1,8,0.82,LOW
DEV_00521,environmental_sensor,ECC-384,0,1,1,1,1,160,64,107,10,17,1.31,MEDIUM
DEV_00522,environmental_sensor,AES-128,1,5,1,1,1,80,64,71,1,18,2.44,MEDIUM
DEV_00523,environmental_sensor,ECC-256,3,2,0,0,1,80,64,160,4,36,5.69,MEDIUM
DEV_00524,environmental_sensor,AES-128,0,1,1,1,1,160,128,38,3,28,8.24,MEDIUM
DEV_00525,environmental_sensor,AES-256,0,2,0,0,0,240,128,156,2,42,2.02,LOW
DEV_00526,environmental_sensor,ChaCha20,1,3,0,1,1,160,2048,335,1,7,4.95,LOW
DEV_00527,environmental_sensor,RSA-2048,2,3,0,1,0,240,512,65,9,38,7.34,MEDIUM
DEV_00528,environmental_sensor,RSA-2048,1,5,0,1,1,1000,256,113,10,43,6.12,MEDIUM
DEV_00529,environmental_sensor,AES-256,1,3,0,0,1,3000,128,96,9,16,1.02,LOW
DEV_00530,environmental_sensor,ChaCha20,1,4,0,1,1,3000,128,68,7,49,2.89,LOW
DEV_00531,environmental_sensor,AES-256,0,5,0,1,1,80,2048,149,3,2,3.35,LOW
DEV_00532,environmental_sensor,AES-128,1,5,1,1,1,240,2048,160,9,39,3.5,MEDIUM
DEV_00533,environmental_sensor,ECC-256,2,2,1,1,0,240,256,303,2,14,2.84,MEDIUM
DEV_00534,environmental_sensor,AES-256,0,4,0,1,1,240,512,244,9,7,2.12,MEDIUM
DEV_00535,environmental_sensor,RSA-2048,2,3,0,0,0,240,128,133,7,33,8.21,HIGH
DEV_00536,environmental_sensor,ChaCha20,0,5,0,0,0,160,512,303,1,3,3.23,LOW
DEV_00537,environmental_sensor,AES-128,4,5,0,0,1,80,512,79,0,9,8.31,HIGH
DEV_00538,environmental_sensor,AES-128,2,5,1,1,0,80,64,167,8,21,9.31,MEDIUM
DEV_00539,environmental_sensor,ChaCha20,1,5,0,1,1,160,128,252,10,19,0.5,MEDIUM
DEV_00540,environmental_sensor,ChaCha20,0,4,1,1,0,160,64,83,4,38,8.2,LOW
DEV_00541,environmental_sensor,AES-256,2,4,1,0,1,80,4096,54,3,23,3.6,LOW
